variant,R_peri_kpc,R_apo_kpc,z_max_kpc,min_r_sph_kpc,ecc,EJ_drift_rel,source_id
static_halo_0p85,0.0560007916394096,6.97217321395874,3.5701754093170166,0.3907468318939209,0.9840639142984212,,6804324036296102528
static_halo_0p85,0.0057905702567356,5.93951416015625,3.944854259490967,0.0147423474118113,0.9980520526636376,,4094912018632800384
static_halo_0p85,0.1191620369561027,5.676864147186279,2.9848594665527344,0.2950569689273834,0.9588814704522476,,5820366064094474624
static_halo_0p85,0.0311654587118983,6.054618835449219,3.19193434715271,0.2707691788673401,0.9897579482921208,,4444418452662971008
static_halo_0p85,0.0730398520373871,8.445642471313477,4.576051235198975,0.0773778781294822,0.9828518427463422,,203521290228598656
static_halo_0p85,0.0148538356270048,2.2241597175598145,1.1045303344726562,0.0176443625241518,0.986731803739318,,4038291666616734336
static_halo_0p85,0.0324065360819179,2.8080718517303467,1.179803729057312,0.2198060601949691,0.9771823392700568,,4039747149481532032
static_halo_0p85,0.0211819533268279,2.40383529663086,1.0925918817520142,0.0635773241519928,0.9825304720391596,,4046103009542455296
static_halo_0p85,0.013814502674662,7.014613151550293,4.073814868927002,0.0226346924901008,0.9960689635422632,,1826249132580196352
static_halo_0p85,0.0855910435860433,6.988304138183594,3.8461391925811768,0.0856695175170898,0.975800873101252,,1822289172704581248
static_halo_0p85,0.0499673348105722,11.473319053649902,5.280213356018066,0.5506875514984131,0.9913275895215776,,127624407740600576
static_halo_0p85,0.0215837366689898,2.248201608657837,1.646766185760498,0.0832786262035369,0.9809816935214356,,6734573419518124032
static_halo_0p85,0.0399009606983856,2.6924498081207275,0.976689636707306,0.3698820471763611,0.9707936761606708,,6030154733790653696
static_halo_0p85,0.167286173554704,8.764652252197266,4.784786701202393,0.1673463284969329,0.9625420226650028,,3207133104484108928
static_halo_0p85,0.0350759675738257,8.419793128967285,4.170780181884766,0.45472252368927,0.9917027769032696,,1370196688863085184
static_halo_0p85,0.1835526358596882,9.167014122009276,3.3241755962371826,0.9437840580940248,0.9607397838841756,,3965142811582238080
static_halo_0p85,0.0352121558312494,3.909064531326294,2.167953491210937,0.037956565618515,0.982145189790615,,4333341561778442752
static_halo_0p85,0.0653624385540645,5.209039688110352,3.6463077068328857,0.0674276128411293,0.975215223646438,,6472196517399475712
static_halo_0p85,0.0974546651400216,8.504136085510254,4.261380672454834,0.0975855439901351,0.9773403157706254,,2425387380879613696
static_halo_0p85,0.2494996598829794,10.252135276794434,3.905261039733887,0.8951426148414612,0.9524836539477124,,5475463766253835904
static_halo_0p85,0.0960744574693117,7.458419322967529,3.911809921264648,0.3341104984283447,0.9745649516005672,,3616374768314192384
static_halo_0p85,0.0287451479981549,3.691625595092773,1.4726353883743286,0.5487344861030579,0.984547159418702,,4184092204167120384
static_halo_0p85,0.056460711671537,3.1722300052642822,1.1897920370101929,0.4925596415996551,0.9650256301259348,,6726848152054016384
static_halo_0p85,0.0731229987068119,10.376656532287598,6.223455905914307,0.0783213376998901,0.9860048724492368,,4987901449634052608
static_halo_0p85,0.0128923084226308,3.665562629699707,1.448573350906372,0.5529577136039734,0.9929903676192854,,6764314423078601472
static_halo_0p85,0.1080662500697965,3.0163779258728027,1.1483694314956665,0.4390943050384521,0.9308252962866944,,6033621360854476544
static_halo_0p85,0.0923401263784104,3.470175743103028,1.505011796951294,0.401838093996048,0.9481601599760164,,5948814242284904320
