source_id,P_forward,P_latent,delta
6727153541413291392,0.6995,0.18156370589852922,-0.5179362941014708
1867143474676435456,1.0,1.0,0.0
6024429993373227776,0.569,0.11912013288664659,-0.44987986711335337
4199936132366545536,0.977,0.8170221778288039,-0.15997782217119605
4114137838474624128,0.5455,0.11721598404765372,-0.4282840159523463
6510537965328119936,0.9445,0.6063136233813621,-0.33818637661863793
4395596661758440960,0.9225,0.5415142912335482,-0.38098570876645177
4038162336559669248,0.6575,0.14167476706494067,-0.5158252329350593
6804324036296102528,0.985,0.8577636684326981,-0.12723633156730185
4094912018632800384,0.7765,0.31629082311210854,-0.4602091768878914
5820366064094474624,0.9375,0.6497400821507499,-0.28775991784925015
4444418452662971008,0.7465,0.25064912655181387,-0.4958508734481862
203521290228598656,1.0,1.0,0.0
4038291666616734336,0.7205,0.17267454434881602,-0.547825455651184
4039747149481532032,0.616,0.1593115522404191,-0.4566884477595809
4046103009542455296,0.583,0.13621333657056864,-0.4467866634294313
1826249132580196352,0.9725,0.7392293283523677,-0.23327067164763238
1822289172704581248,0.782,0.30170276616831493,-0.4802972338316851
127624407740600576,0.909,0.4483274884575472,-0.4606725115424528
6734573419518124032,0.6,0.12466924319911656,-0.47533075680088344
6030154733790653696,0.655,0.14492244666896528,-0.5100775533310348
3207133104484108928,0.9905,0.9378848886790755,-0.05261511132092456
1370196688863085184,0.9645,0.7155226010546938,-0.24897739894530624
3965142811582238080,0.932,0.6036283043710106,-0.3283716956289895
4333341561778442752,0.8145,0.24211275691834963,-0.5723872430816503
6472196517399475712,0.6065,0.1253272301111889,-0.48117276988881114
2425387380879613696,0.946,0.6798837995482018,-0.2661162004517982
5475463766253835904,0.8105,0.3651966714123198,-0.4453033285876802
3616374768314192384,0.805,0.3333415160294231,-0.47165848397057697
4184092204167120384,0.6285,0.12381803510567749,-0.5046819648943225
6726848152054016384,0.7645,0.263698463664151,-0.5008015363358489
4987901449634052608,0.6145,0.14971878982291328,-0.46478121017708673
6764314423078601472,0.525,0.12611788883653693,-0.39888211116346306
6033621360854476544,0.6985,0.150730322861076,-0.547769677138924
5948814242284904320,0.64,0.1327570695552892,-0.5072429304447108
6763593315254529280,0.5985,0.16381306471381163,-0.4346869352861884
4181845863242790144,0.8185,0.2877951459161036,-0.5307048540838963
5727016526150639232,0.989,0.8795314689214059,-0.10946853107859411
1687305493104393600,0.9565,0.679919629594237,-0.276580370405763
3673477423666158080,0.878,0.3501885360966357,-0.5278114639033643
6734915951749830912,0.6765,0.1776141824111453,-0.4988858175888547
4036307121241060480,0.528,0.10161746300093362,-0.4263825369990664
3023756967519625600,0.974,0.8064769227475385,-0.16752307725246152
2067929587982279552,0.962,0.776212581419594,-0.18578741858040593
5026571548460661376,0.9195,0.5318778512485927,-0.3876221487514073
6724074320421945472,0.988,0.9014193025675165,-0.08658069743248353
6765508733218620928,0.589,0.1258605450688793,-0.46313945493112063
5602125925243507840,0.905,0.502068724087452,-0.40293127591254807
2729064001321068160,0.991,0.9053266587983549,-0.08567334120164505
3154630702704567808,0.9565,0.6568123246999886,-0.2996876753000114
4731020383373462144,0.891,0.574116846257829,-0.316883153742171
5241331148942594944,1.0,1.0,0.0
5914371456406984704,0.7265,0.19603293295105198,-0.5304670670489481
6763979136447028736,0.947,0.7236740913645857,-0.22332590863541424
4432618322075745664,0.922,0.4804670778712702,-0.44153292212872985
4035361124533874688,0.565,0.10732634090094126,-0.45767365909905866
4039253778059011072,0.707,0.19024755695941437,-0.5167524430405857
6655498506051289344,0.7655,0.2672801384724227,-0.49821986152757725
4047819072313279616,0.713,0.20059313378661858,-0.5124068662133814
6659588861102367488,1.0,1.0,0.0
2128705677326857472,1.0,1.0,0.0
5363539426785394816,0.9985,0.9815927815457051,-0.016907218454294992
